species,replicate,individual,site,age,age_exact,date_tagged,mature,use_for_allocation_calculations,use_for_allometric_equations,use_for_fit,alive,reason
xx,306,PHPH_306,Wilunga2012,0.5,0.5,,NA,FALSE,FALSE,FALSE,NA,wrong species
xx,307A,PHPH_307A,Wilunga2012,0.5,0.5,,NA,FALSE,FALSE,FALSE,NA,wrong species
xx,307B,PHPH_307B,Wilunga2012,0.5,0.5,,NA,FALSE,FALSE,FALSE,NA,wrong species
xx,308A,PHPH_308A,Wilunga2012,0.5,0.5,,NA,FALSE,FALSE,FALSE,NA,wrong species
xx,308B,PHPH_308B,Wilunga2012,0.5,0.5,,NA,FALSE,FALSE,FALSE,NA,wrong species
xx,309,PHPH_309,Wilunga2012,0.5,0.5,,NA,FALSE,FALSE,FALSE,NA,wrong species
xx,310,PHPH_310,Wilunga2012,0.5,0.5,,NA,FALSE,FALSE,FALSE,NA,wrong species
xx,311A,PHPH_311A,Wilunga2012,0.5,0.5,,NA,FALSE,FALSE,FALSE,NA,wrong species
xx,311B,PHPH_311B,Wilunga2012,0.5,0.5,,NA,FALSE,FALSE,FALSE,NA,wrong species
xx,312,PHPH_312,Wilunga2012,0.5,0.5,,NA,FALSE,FALSE,FALSE,NA,wrong species
xx,313,PHPH_313,Wilunga2012,0.5,0.5,,NA,FALSE,FALSE,FALSE,NA,wrong species
xx,314,PHPH_314,Wilunga2012,0.5,0.5,,NA,FALSE,FALSE,FALSE,NA,wrong species
xx,315,PHPH_315,Wilunga2012,0.5,0.5,,NA,FALSE,FALSE,FALSE,NA,wrong species
xx,316,PHPH_316,Wilunga2012,0.5,0.5,,NA,FALSE,FALSE,FALSE,NA,wrong species
xx,320,PHPH_320,Wilunga2012,0.5,0.5,,NA,FALSE,FALSE,FALSE,NA,wrong species
xx,321,PHPH_321,Wilunga2012,0.5,0.5,,NA,FALSE,FALSE,FALSE,NA,wrong species
PILI,301,PILI_301,Wilunga2012,0.5,0.5,,NA,FALSE,FALSE,FALSE,,
PILI,302,PILI_302,Wilunga2012,0.5,0.5,,NA,FALSE,FALSE,FALSE,,
PILI,307,PILI_307,Wilunga2012,0.5,0.5,,NA,FALSE,FALSE,FALSE,,
PILI,308,PILI_308,Wilunga2012,0.5,0.5,,NA,FALSE,FALSE,FALSE,,
PILI,309,PILI_309,Wilunga2012,0.5,0.5,,NA,FALSE,FALSE,FALSE,,
PILI,311,PILI_311,Wilunga2012,0.5,0.5,,NA,FALSE,FALSE,FALSE,,
PILI,314,PILI_314,Wilunga2012,0.5,0.5,,NA,FALSE,FALSE,FALSE,,
PILI,315,PILI_315,Wilunga2012,0.5,0.5,,NA,FALSE,FALSE,FALSE,,
PUTU,306,PUTU_306,Wilunga2012,0.5,0.5,,FALSE,FALSE,FALSE,FALSE,,
PUTU,310,PUTU_310,Wilunga2012,0.85,0.85,,FALSE,FALSE,FALSE,FALSE,,
PUTU,311,PUTU_311,Wilunga2012,0.5,0.5,,FALSE,FALSE,FALSE,FALSE,,
PUTU,312,PUTU_312,Wilunga2012,0.85,0.85,,FALSE,FALSE,FALSE,FALSE,,
PUTU,313,PUTU_313,Wilunga2012,0.5,0.5,,FALSE,FALSE,FALSE,FALSE,,
PUTU,314,PUTU_314,Wilunga2012,0.5,0.5,,FALSE,FALSE,FALSE,FALSE,,
PUTU,315,PUTU_315,Wilunga2012,0.5,0.5,,FALSE,FALSE,FALSE,FALSE,,
PUTU,316,PUTU_316,Wilunga2012,0.5,0.5,,FALSE,FALSE,FALSE,FALSE,,
